Date,SP500_ret,GOLD_ret,NVDA_ret,JPM_ret,MELI_ret,GOOG_ret,JNJ_ret,MTRTX_ret,W_ret
2013-01-03,-0.008448451813216629,0.0005806298099320095,-0.0014121818335999237,-0.002017615215316404,0.005575236395316985,0.0007860561781611874,0.003683346126051479,-0.006374926063434483,-0.002087795423524774
2013-01-04,-0.01541362091915488,0.019567595256487103,0.011385101258733155,0.017569951203005196,0.0006038056140464931,0.032460182994462405,0.007915244467066707,0.0037720676544346077,0.004853299978980985
2013-01-07,-0.0015788050432803402,-0.004372785127917833,-0.00209870141586066,0.0011016887485011395,-0.0020550323333505816,-0.029323033037179425,-0.00483585849237933,-0.009603532982318974,-0.003128003259122103
2013-01-08,0.009676519411254247,-0.001975538822244438,0.00014045517950789232,0.001979678684146613,0.009755996269587008,-0.02217050967530243,-0.012134826187751191,0.002774377945784945,-0.0032476391807332305
2013-01-09,-0.004040623700428014,0.006551623653382688,0.004470642966021288,-0.0006597732792537059,0.036136401141623864,-0.022672784093522136,0.011898279235674103,-0.00029181381579901355,0.0026523453586815293
2013-01-10,0.01350520171763403,0.004541721467171911,0.006392603766971927,0.014844918244540928,-0.0024307134427763444,0.0016365526619699367,0.004955096397797121,-0.003067033611879655,0.007568700109210624
2013-01-11,-0.010367784461266183,-0.002011354213466099,0.0022142368697100068,-0.0002170121426807725,0.003124041954609247,-0.0016365526619699367,0.002468322905091025,0.003941788673729185,-4.751511497769201e-05
2013-01-14,0.005347139027603198,-0.02288189202334534,0.002898108407867639,-0.0056505777711812755,0.004610454068015635,-0.0008196523964409952,0.007252256338882823,-0.004819891875829985,-0.000931104904918989
2013-01-15,0.008650830902112716,0.002320286469100097,-0.0026220427907537314,0.01019193205143587,0.0031000095374347225,-0.018197004445649867,0.0018629076824812074,0.009906505852214753,0.0011280332953038652
2013-01-16,-0.0004159551156286412,-0.013526970188975973,0.00289783874885563,0.010088758737421877,-0.004941677129261635,0.009139946448262659,-0.004547196269744536,0.0033289227872330684,0.0001969725099559838
2013-01-17,0.0045655845799430494,-0.005425846404001788,0.004398809520440139,-0.008149422254657424,0.010429335943765494,0.013147458152724001,0.009653035724559444,-0.005215205241519083,0.005627060541354645
2013-01-18,-0.002250548079390846,-0.0096198406150787,0.004516808643899584,0.00043047913432170404,0.006137755355505092,-0.006552334570853358,0.006345761400408989,0.005070936647772584,0.0033974923781512345
2013-01-22,0.0036693378433438895,-0.002330684506513858,-0.007401230686775229,0.0017209912681126482,-0.007963482520628062,-0.004942020472293196,0.005962695357762726,0.005476555652065507,0.004418331627712213
2013-01-23,-0.003847182876657307,0.053503233645312065,0.002198796464009334,-0.006683540197944815,0.0,0.001649948877369578,0.006835309661754163,-0.0012943822223125956,0.0015063419242924425
2013-01-24,-0.010012628248205147,0.016995647409077552,0.003425688333943633,0.0030240479208138993,0.0019399578506940074,0.004934211101798924,0.009606017698184477,0.004307613225821072,6.614661544723788e-06
2013-01-25,-0.007877592973066783,-0.0007161832190836215,0.011154871379503994,0.016893353113760057,0.017179434579617237,0.017886830097571194,0.009735948394263172,-0.011384361216630445,0.005430708661868344
2013-01-28,-0.002417796113122428,-0.003908403367848923,-0.004066676093895438,-0.011087586497886548,-0.017749829127154726,0.015987107963969294,0.00011174429329807722,0.0050597270136729655,-0.0018513342747921158
2013-01-29,0.0050103795130516104,0.003921702889025713,0.010673798310319338,0.010238659423619012,-0.006522822944916129,-0.021643886264609558,-0.0004456787972726417,0.007756532762289492,0.005093003781205141
2013-01-30,0.011495111538641467,0.00019906246351197865,-0.004309942867173788,0.00021238501770382,-0.0171379626272401,-0.0016219524573328759,-0.007380171046579065,-0.00200546583747796,-0.003907244671752075
2013-01-31,-0.011555314223236302,0.0024643330250873063,-0.0022971793492501114,-0.0016988569131828335,0.03195306552710253,-0.004882333953412088,-0.017320999623215094,0.0028634949723547187,-0.0025665919583923724
2013-02-01,0.00528532691511252,0.026005608704278593,0.0035109521209326644,0.01686052472753774,-0.011376617748981133,0.008932345336232439,0.025592146777622116,0.007690045947045032,0.010002513224010023
2013-02-04,0.0035279878042961954,-0.02160876480229934,-0.0009439674970406209,-0.003559126952141778,-0.014637462125195455,-0.017122279206732482,-0.0033448944353291488,-0.012275050928689524,-0.011605832709651764
2013-02-05,-0.0017325477647567311,0.008814655591980358,0.007394127359970248,0.023013256182386144,0.010394914886206585,0.02276548165573944,-0.0031321877815724264,0.016239778220945578,0.010362632222059354
2013-02-06,0.003164043591519672,0.005768393832552121,0.009730062245106641,-0.003696312184385153,0.006984492071177684,-0.008071261374494432,0.0012318368216606146,0.007600863418135262,0.0005490198591342477
2013-02-07,-0.004360645368130633,0.004896131232950296,-0.004387113936679121,-0.007847814429613464,-0.020752221421939332,-0.004060507679226388,0.006468494630257116,-0.0011223686973953484,-0.0018070310558568892
2013-02-08,-0.0026375895772305924,0.014647702043734778,0.005580260132358017,0.008259301843916322,-0.024887790866340964,0.0064885666047138635,0.0015553070228437882,0.003503641598693541,0.005641994585043442
2013-02-11,-0.010741790022626319,-0.003763260797067236,-0.0009281382260617477,0.0006170244598862062,0.0026241133220699098,0.011254014943481883,-0.005342346941269227,-0.0011198012961446402,-0.0006063012476387186
2013-02-12,0.000303315246834579,-0.0022007728947799343,0.005158951526976097,0.00981581290998168,-0.011621639458971877,-0.006415096539633014,0.004120817256052067,0.0,0.0015940011376045504
2013-02-13,-0.0027331549301568003,0.0027630139648033847,-0.0018487832289899586,-0.009404969605743663,0.00012008391230100557,-0.004838918403848869,0.0006148305273780963,-0.00014005042252440703,0.0005920877747911391
2013-02-14,-0.00579464263345475,0.006315587754372576,0.0019802173871799056,0.011031411211321451,0.0075630319210482355,0.028687480394205433,0.0021201536388493203,-0.008016515631193766,0.0006904332650528033
2013-02-15,-0.015970681578292734,0.006414922956011537,0.004606419278688545,-0.006931464113621999,-0.0035942931010808365,0.0,0.012079780619022706,-0.021696051828231866,-0.0010456277960129157
2013-02-19,-0.0032375032652733893,0.017453448975309538,0.010449189874812692,0.011593577954558398,0.018785394362865304,-0.013443915503283277,0.002640162463166451,-0.007822719535083067,0.007309694441360648
2013-02-20,-0.016346397170893034,-0.017996024430243285,-0.004036131024363954,-0.017132880230684933,-0.01041921369358878,-0.014434963736181139,-0.00949300578458434,0.0065227833984069505,-0.01248171143000576
2013-02-21,0.0003802367748857449,0.003866589815369359,0.002865800363891058,-0.007433085706026521,0.002377524353252447,-0.007297167759454881,-0.008353349246180475,0.015057326911129376,-0.006323005465665332
2013-02-22,-0.0036817960734820687,0.005240746579361133,-0.00013076376837251047,0.013585927289550437,0.010629961711508429,0.018541930963309472,0.012006615546608757,0.0019908177874286004,0.008734213386774492
2013-02-25,0.008738057791807918,-0.011242071708462031,-0.008958004499590722,-0.025050838250826324,-0.006601033467190653,-0.01772817325501541,-0.023707002203163796,0.0005677479024219778,-0.01847927558477469
2013-02-26,0.018117569902100783,-0.0008097161300386624,0.00237909276897863,-0.002098643059195826,-0.006287205410027141,0.011791116784763522,0.009348871708742212,0.009466694563957656,0.006090876862567818
2013-02-27,-0.01245966817007016,0.012139328743201006,0.007496466638331256,0.034685640247418714,0.004867327951597389,0.018422564287546406,0.015241810983015913,0.007704926292258385,0.012645699119019582
2013-02-28,-0.011031030283688459,0.001773751084571451,-0.0027554803675338135,-0.007332206362212101,0.013760625753829636,0.004750701278292135,-0.0002209145863805162,-0.012356017223434712,-0.0008644534614576926
2013-03-01,-0.0036829650487248955,0.006208957472473298,0.0077221797692961225,-0.00020395257518446286,-0.00023365076695203157,0.003941716201744994,-0.0046487029614810105,0.013471551563196904,0.0023211594495267107
2013-03-04,0.00012719540212824398,0.018812485100590415,0.006497479143365403,0.003877433806019681,0.015535043197624887,-0.003941716201744994,-0.01115717051021159,0.020966528940609575,0.004600126548350403
2013-03-05,0.0015889665775548067,0.020601854449287416,0.005941233537035906,0.00791143911372627,0.007563649273512496,0.010997846752848206,0.020982847053634845,0.0062592901387232835,0.009520551872499894
2013-03-06,0.0,-0.00864669776896454,-0.003482474688127457,0.010852052066419038,0.03676303496573219,-0.0007818056736685897,0.0005495687100758317,-0.004622607100984499,0.0010839250554139923
2013-03-07,0.00012705483006669738,0.0014662905982065766,0.004640749769653674,0.011921173605439872,-0.0006606902637882328,-0.00234838668727555,0.007003034741992931,-0.000818006677485883,0.0018148436172067406
